id;name;description;neighborhood_overview;picture_url;host_id;latitude;longitude;location;property_type;room_type;accommodates;bathrooms_text;bedrooms;beds;price;minimum_nights;maximum_nights;instant_bookable;amenities,
66;Elegant Apartment - Milano downtown;Located in the heart of downtown, very close to fashion district, it is a very quiet, well equipped and comfortable apartment The space Located in the heart of downtown, very close to fashion district, it is a very quiet, well equipped and comfortable apartment composed by 1 bedroom with a double bed, 1 bathroom with shower and and full-size bath, 1 living room with double very comfortable sofa bed and a fully-stocked kitchenette with dishwasher. Air conditioning. We provide free WI-FI, espresso machine, private pay parking . Although in the historic centre and only 1 minute from Piazza Cavour and via Manzoni, the apartment is in a private square (first floor on the courtyard with trees) allowing guests to relax and unwind after experiencing the buzz of Milano. From here you can explore the city by foot, by subway and bus, by taxi or by bike. Perfect location to reach at walking distance the most important and interesting sites of the city: ;Although in the historic centre  and only 1 minute from Piazza Cavour and via Manzoni, the apartment is in a private square (first floor on the courtyard with trees) allowing guests to relax and unwind after experiencing the buzz of Milano. From here you can explore the city by foot, by subway and bus, by taxi or by bike. Perfect location to reach at walking distance the most important and interesting sites of the city:  fashion district (Via della Spiga, via Montenapoleone) 5 min., Duomo 15 min., Teatro della Scala 10 min., financial area, Park, museums, theatres, cinemas. There are many restaurants and bar nearby and in particular in Brera district which is a short walk away. Fitness and wellness center one minute walk from the apartment.;https://a0.muscache.com/im/pictures/9d18ff4a-1064-4132-8125-f1f03aa9b46a.jpg,https://a0.muscache.com/im/pictures/18d015e6-d8cd-427b-82d9-160263e7c162.jpg,https://a0.muscache.com/im/pictures/5afaad5a-dbb9-408d-9f41-e7d69917a2e7.jpg,https://a0.muscache.com/im/pictures/406b8fe3-44fc-42e7-8a44-9168992ab8f1.jpg,https://a0.muscache.com/im/pictures/b3271812-4cf3-4cfc-adde-02b3b81a6a35.jpg;456;45.47169;9.19748;Milano, Italia;Entire rental unit;Entire home/apt;3;1 bath;1;2;90.00;1;15;TRUE;Patio or balcony,Coffee maker,Hangers,Cooking basics,Elevator,Wifi,Long term stays allowed,Hot water,Dishes and silverware,Luggage dropoff allowed,Stove,Dishwasher,TV,Heating,Kitchen,Air conditioning,Refrigerator,Pets allowed,Paid parking on premises,Backyard,Essentials,Iron,Shampoo,Microwave,Hair dryer
67;Room Tortona area - Design week 2021;Camera di 15 mq. in una silenziosa location. Il bagno è in condivisione con altri 2 ospiti. Ottima posizione, vicino al centro e ben servita dai mezzi pubblici, bus, tram e metro. Non è presente la cucina ma sono disponibili frigorifero, macchina del caffè e forno a microonde. La location si trova nel piano seminterrato in zona Tortona, dove si svolge il Fuorisalone 2021. The space Rent a beautiful well furnished basement room. No kitchen use, but a microwave is available. The room is located near a famous place called Navigli, a typical nightilife place where you can find a lot of pubs and restaurants. Also, in 15 minutes walking you can the centre of Milan (the Dome, Montenapoleone street, Spiga street).;Molto vicino a Via Tortona, dove si svolge il Fuorisalone 2018. A poche fermate di metro e tram dal centro e dal Duomo.;https://a0.muscache.com/im/pictures/76078975/61944b8a_original.jpg,https://a0.muscache.com/im/pictures/5286d068-c797-40da-bac1-0dae894e9395.jpg,https://a0.muscache.com/im/pictures/76078860/2575e256_original.jpg,https://a0.muscache.com/im/pictures/76079190/8b0c5db8_original.jpg,https://a0.muscache.com/im/pictures/4096997/f671b6cf_original.jpg;457;45.46097;9.16431;Milano, Italia;Private room in rental unit;Private room;2;1 shared bath;1;2;250.00;1;365;TRUE;Elevator,Wifi,Long term stays allowed,Heating,TV with standard cable,Essentials,Shampoo
68;ROOM in CENTER of MILAN near MM1;Nel cuore di Nolo, luminoso e pulito 3 minuti a piedi metro rossa The space The apartment is located at the eighth floor of a quiet building, you reach the elevator, the entrance is very large, on the right side you can see the room with kitchen, very minimalist and functional, induction plate, large refrigerator, TV 42 inch 8-seater sofa, surrounded by very bright balcony for the entire perimeter of the room, from which you can enjoy a great view of Milan from 'high, the evening also sees the dome lit, very beautiful, days you can even sunbathe, being on the top floor of the adjacent buildings are tutti piu' bassi. There are 2 bedrooms, one that we share myself and my partner and we rent the room consists of a new and very comfortable bed, a large mirror and a large dresser, bed linen robe, towels and spare parts. The bathroom has a large shower, bidet, very nice, there is also a room dedicated to painting, reading, studying, for those who want t;C’è un enorme parco sotto casa con pista  ciclabile sul fiume ,metro a 3 minuti a piedi. Pizzeria ,gelateria e farmacia sotto casa;https://a0.muscache.com/im/pictures/13618391/d679c0fc_original.jpg,https://a0.muscache.com/im/pictures/13618558/468fe03c_original.jpg,https://a0.muscache.com/im/pictures/13618545/7f34df0a_original.jpg,https://a0.muscache.com/im/pictures/13618616/11dab885_original.jpg,https://a0.muscache.com/im/pictures/13618615/1fe93b98_original.jpg;458;45.50171;9.22532;Milano, Italia;Private room in rental unit;Private room;1;1 bath;1;1;75.00;1;15;TRUE;Game console: Nintendo Switch,Patio or balcony,Clothing storage,Vari conditioner,Coffee maker,City skyline view,Hangers,Oven,Books and reading material,Cooking basics,Breakfast,Elevator,Wifi,Self check-in,Washer,Bed linens,Dedicated workspace,Hot water,Extra pillows and blankets,Vari body soap,Dishes and silverware,Outdoor dining area,Heating,Bidet,Drying rack for clothing,Dryer,Kitchen,Air conditioning,Outdoor furniture,Refrigerator,Shower gel,Cleaning products,Building staff,TV with standard cable,Essentials,Iron,Shampoo,Hair dryer,Room-darkening shades
69;Bright room for Christmas and January;With a large single bed, a big window, a very spacious wardrobe and a useful desk. One bathroom to share, a fully furnished kitchen with a balcony facing the back yard and a bright living/dining room. The space Large and bright bedroom with a large single bed, a big wardrobe and dressing table. One bathroom, a fully furnished kitchen with small balcony and a bright living-room to share. 4rd floor access with elevator. Wifi, TV, concierge open monday to saturday. Because the apartment is close to the center please be aware of the street noise. Corso Vercelli is a shopping busy street and parking is available and free from evening to morning. Pagano Metro Station is just around the corner, as well as two BIKE MI stations! (bike sharing) . Guest access The Guest will share bathroom, kitchen and living room with the owner (me or my sister, depending on the periods of the year and depending on who is traveling or working;Corso Vercelli is a shopping street, very busy during the day with everything you need: shops of any kind, cafés, Supermarket, banks... After 8pm, when shops close, so you can easily park for free along the street.  A Cinema with English movies is just across the road!;https://a0.muscache.com/im/pictures/27807262/5e60f689_original.jpg,https://a0.muscache.com/im/pictures/27807288/6e82dca2_original.jpg,https://a0.muscache.com/im/pictures/27807304/39f8d4a0_original.jpg,https://a0.muscache.com/im/pictures/27807281/6121bb51_original.jpg,https://a0.muscache.com/im/pictures/27807312/4e6606b2_original.jpg;459;45.46623;9.15929;Milano, Italia;Private room in rental unit;Private room;1;1 shared bath;2;2;60.00;1;365;TRUE;Toaster,Clothing storage: closet,Dining table,Elevator,Wifi,Bed linens,Long term stays allowed,Dedicated workspace,Hot water,Dishes and silverware,Stove,TV,Portable fans,Heating,Bidet,Kitchen,Washer \u2013\u00a0In unit,Essentials,Iron,Microwave,Hair dryer
70;RedRoom w/balcony 10min by Navigli;15mq square room with balcony,in a quiet neighboroud with a feeling of a small town, only 10 minutes by bus from the heart of Navigli,and only 10 minutes from a nice country field. The space Heidear travellers, this original private bedroom,8 minutes walking by Naviglio and via Pestalozzi(street famous for lofts and photo studios),less than 15 minutes far by bus 74 from the heart of Navigli canals(Porta Genova)is located in a spacious apartment,composed by four single rooms,a kitchen,a bathroom,and two nice balconies The flat is really bright cause of the two balconies and big windows in every rooms,and there are not other palaces in front of the house that hide the sunlight.s well furnished,with a big double bed in black leather,two armachairs,library,desk,a t There's a big balcony access from the beedroom,shared with another room, and from it you got and characteristic view on a back garden,with typical houses of this old quarter of M;The flat is located in a quiet and safe area,composed basically mostly families and young artists(cause there are many loft photo/video studio all around).The feeling of the area is more similar to little italian town,not of a big metropolitan city. If you will rent a bike,just 10 minutes cycling(or 20 walking),you can get to a beautiful open country,in the Barona area,for a sunny and green excursion. You obviously have many services all around the area(three supermarkets,farmacy,many classic breakfast italian bars,restaurants and tabacchi). About monuments,you can amire the church of San Cristofaro(from XII century),on the naviglio of Lodovico il Moro(check the pictures),10 minutes walking. Check it out the guide linked to the listing for the place i can suggest you to go: 1.Gelateria Della Musica-Via Pestalozzi.Simply the best ice cream of the whole city,check it out the reviews on Trip Adv..) 2.Cafè Sawa-Via Pestalozzi.;https://a0.muscache.com/im/pictures/fda0ffbe-93f0-4480-bce8-fd73428ad53c.jpg,https://a0.muscache.com/im/pictures/fa4054bf-1d87-41c9-91de-a62e30fe5392.jpg,https://a0.muscache.com/im/pictures/ce55da29-ba0d-47c4-9ed8-6a722a436813.jpg,https://a0.muscache.com/im/pictures/miso/Hosting-344791/original/b3aaf880-7f08-4a58-8edf-5757016c74fd.jpeg,https://a0.muscache.com/im/pictures/35d75451-919f-4745-966d-7a8a36c7cb4d.jpg;460;45.43835;9.15247;Milano, Italia;Private room in rental unit;Private room;1;1 bath;1;1;31.00;1;15;TRUE;Patio or balcony,Hangers,Cooking basics,Elevator,Wifi,Washer,Smoking allowed,Long term stays allowed,Hot water,Extra pillows and blankets,Dishes and silverware,Stove,Courtyard view,Garden view,Free street parking,Heating,Bidet,Kitchen,Refrigerator,Cleaning products,Bathtub,Essentials,Shared hot tub,Shampoo,Hair dryer,Room-darkening shades
71;GLAM CENTRAL PENTHOUSE;6th floor penthouse with beautiful terraces in the Isola district. The flat is really nice, cozy, very well equipped. The neighborhood is great, full of cafes, restaurants, shops and music venues (ie The Blue Note). 3 metro lines and lots of buses. Walking distance to Corso Como through the beautiful Bosco Verticale and Piazza Gae Aulenti. I enjoy taking extra care of my guests personally. The space 6th floor Penthouse in the Isola district. The Isola has become one of the best district in Milano. It's full of shops, Cafes, Restaurants, galleries, theatres and 2 great concert Halls: The Blue Note and The Alkatraz. The flat is however very quiet and cozy. Public transport is great: 2 buses take you to the Centre and the Navigli in a few stops, and 3 Metro Lines take you anywhere you need (M5, M2, M3). Walking distance to Corso Como, Eataly, the Castle, Parco Sempione, Brera and Duomo. The apartment is very well furnished and has been recently redecorated with be;L'ISOLA is the place to be. Friendly and warm, welcomes everybody with restaurants of all sorts,  cafes, shops of any kind. You'll also find nice parks both for little kids and for your pets.  Three lines of the metro, lots of buses and trams, make it very easy to go around. The apartment is, however, very kind. Perfect if you are working from home or just want to relax.;https://a0.muscache.com/im/pictures/4641144/cddbac15_original.jpg,https://a0.muscache.com/im/pictures/4641192/24a40b92_original.jpg,https://a0.muscache.com/im/pictures/4641250/819b9b20_original.jpg,https://a0.muscache.com/im/pictures/4641183/58c6feb0_original.jpg,https://a0.muscache.com/im/pictures/4641152/e5d06b2f_original.jpg;461;45.49162;9.18314;Milano, Italia;Entire rental unit;Entire home/apt;4;1 bath;2;2;146.00;1;15;TRUE;Blender,Single level home,Toaster,Central air conditioning,Freezer,City skyline view,Hangers,Laundromat nearby,Coffee maker: pour-over coffee,Free washer \u2013 In unit,42\ HDTV with Amazon Prime Video, Disney+, Netflix, Roku, standard cable,Fast wifi \u2013 95 Mbps,Oven,Clothing storage: dresser and closet,Conditioner,Body soap,Books and reading material,Cooking basics,Dining table,Elevator,Bed linens,Host greets you,Long term stays allowed,Dedicated workspace,Hot water,Extra pillows and blankets,Dishes and silverware,Luggage dropoff allowed,Dishwasher,Children\u2019s dinnerware,First aid kit,Wine glasses,Outdoor dining area,Portable fans,Pack \u2019n play/Travel crib,Bidet,Drying rack for clothing,Crib,Kitchen,Ceiling fan,Window guards,Hot water kettle,Outdoor furniture,Refrigerator,Coffee,Pets allowed,Shower gel,Paid parking lot on premises,Cleaning products,Private patio or balcony,Baking sheet,Bathtub,Essentials,Iron,Smeg gas stove,Shampoo,Ethernet connection,Hair dryer,Central heating,Room-darkening shades
72;Design apartment Wifi Fiera Mico;65 square meters / 700 sq feet apartment recently renovated by the owner, an architect, in one of the most interesting, lively and safe areas of Milan, in the western part of the city center (MiCo Fiera - Piazza Piemonte - Corso Vercelli). The space 65 square meters / 700 sq feet apartment, renovated by the owner, an architect, in one of the most interesting, lively and safe areas of Milan (western part of the city center: Fiera - Corso Vercelli - Piazza Piemonte). The apartment is very calm and quiet (rare to find in Milan) thanks to its position, protected from the street noise by 2 small gardens. *** PLEASE, ALWAYS SEND ME A MESSAGE BEFORE BOOKING (Click on CONTACT ME) *** Fast, wireless internet access. Fully airconditioned. The house is fully furnished. Linen and towels provided. NO SMOKING INSIDE THE APARTMENT. Each guest after the second one pays 35 USD per night. Children under 12 pay 20 USD p;One of the safest, nicest and most livable areas of Milan!;https://a0.muscache.com/im/pictures/908820/c7f27d9c_original.jpg,https://a0.muscache.com/im/pictures/908816/bda7eada_original.jpg,https://a0.muscache.com/im/pictures/908977/db8bf1ef_original.jpg,https://a0.muscache.com/im/pictures/908826/b868627f_original.jpg,https://a0.muscache.com/im/pictures/908834/817d0a83_original.jpg;462;45.46358;9.15732;Milano, Italia;Entire condo;Entire home/apt;4;2 baths;1;2;120.00;1;15;TRUE;Coffee maker,Hangers,Oven,Cooking basics,Wifi,Washer,Host greets you,Hot water,Dishes and silverware,Dishwasher,TV,Free street parking,Heating,Kitchen,Air conditioning,Refrigerator,Private patio or balcony,Essentials,Iron,Shampoo,Paid parking off premises,Hair dryer
73;Monolocale in condivisione zona Città Studi;Monolocale da condividere con il proprietario e il compagno, recentemente ristrutturato completo di tutti i comfort,comodissimo mezzi pubblici per il centro e aeroporti. You have to share with us, so please feel free to ask more info, thanks. Il divano rosso( vedi immagine) aperto diventa un comodo letto queen size a disposizione del guest. Tutti gli spazi sono da condividere con il proprietario The space Grazioso monolocale recentemente ristrutturato dotato di tutti i comfort. Zona città studi a soli 4 minuti a piedi dalla fermata metro Lambrate, stazione fs, bus e tram per il centro raggiungibile in 15 minuti. Guest access Uso del bagno ,doccia,asciugacapelli, asciugamani,lavatrice,tv ,internet, ferro e asse da stiro,lenzuola , coperte, cucina. Ambiente unico con divanoletto e letto soppalcato da condividere( spesso fuori sede quindi l'ospite sarà da solo). Assolutamente vietato fumare, togliersi le scarpe appena e;Durante il salone del Mobile di Aprile troverai numerosi eventi del 'Fuori Salone' esattamente dietro l'angolo. Zona universitaria con molti supermercati, ristoranti a prezzi economici, sabato mattina grande mercato comunale dove poter acquistare frutta e verdura a prezzi veramete bassi. Servitissimo da mezzi pubblici per il centro città( solo 15 minuti),facile raggiungere aeroporti e stazioni ferroviarie. University area with many supermarkets, restaurants cheap, Saturday mornings big municipal market where you can buy fruits and vegetables at low prices Verame. Well-served by public transport to the city center (only 15 minutes), easy to get to airports and train stations.;https://a0.muscache.com/im/pictures/54784800/8721cbfd_original.jpg,https://a0.muscache.com/im/pictures/54785008/c30d7d98_original.jpg,https://a0.muscache.com/im/pictures/54785526/fb7e1f89_original.jpg,https://a0.muscache.com/im/pictures/54785197/71cbe029_original.jpg,https://a0.muscache.com/im/pictures/54785335/f0884f1e_original.jpg;463;45.48072;9.237;Milano, Italia;Private room in rental unit;Private room;1;1 shared bath;1;1;25.00;1;15;TRUE;Elevator,Wifi,TV,Washer,Smoke alarm,Free street parking,Host greets you,Long term stays allowed,Heating,Carbon monoxide alarm,Essentials,Hot water,Shampoo,Kitchen,Hair dryer,Fire extinguisher
74;AFFITTO TEMPORANEO IN BRERA;Affacciato sul Naviglio Pavese, questo elegante monolocale recentemente ristrutturato si presta per una giovane coppia o per un paio di amici che intendono godersi la nightlife milanese. Cucinotto attrezzato, Tv lcd, aria condizionata The space Nel cuore della vecchia Milano, in via alzaia naviglio pavese, disponiamo di uno splendido monolocale completamente e finemente ristrutturato, dotato di ogni comfort come aria condizionata, frigorifero, Tv LCD, forno a microonde. L'appartamento è sito nel centro di Milano, ottimamente servito dai mezzi di trasporto pubblico (ad esempio la fermata della metropolitana linea verde Romolo dista davvero pochi minuti, ma anche bus e tram collegano molto bene questa zona con il centro della città e con tutti i maggiori luoghi di interesse turistico). Ci troviamo proprio a ridosso della zona pedonale dei navigli. L'appartamento dista pochi metri da una moltitudine di ristoranti, pub, locali notturni, galler;Zona ricca di pub e locali dove gustare ottimi aperitivi ascoltando dell'ottima musica;https://a0.muscache.com/im/pictures/9789858/e73a0a9c_original.jpg,https://a0.muscache.com/im/pictures/9789927/b077226b_original.jpg,https://a0.muscache.com/im/pictures/9790054/fb653e28_original.jpg,https://a0.muscache.com/im/pictures/9790006/30089869_original.jpg,https://a0.muscache.com/im/pictures/9790085/db8866ac_original.jpg;464;45.44532;9.17477;Milano, Italia;Entire rental unit;Entire home/apt;3;1 bath;1;1;111.00;1;15;TRUE;TV,Smoking allowed,Long term stays allowed,Heating,Kitchen,Air conditioning
75;Vittoria House;l'appartamento e arredato con mobili e quadri etnici. The space La disponibità ricettiva è di 2 posti letto organizzati in 1 stanza matrimoniale. disponibile l'uso della cucina, soggiorno e ampia balconata . IL BED & BREAKFAST VITTORIA è situato a Milano in via Cervignano 1. Mezzi pubblici nelle vicinanze: -TRAM 12 Con cui si raggiunge il centro in 10 minuti. -BUS 90/91, 93, 45, 66, 84 -BUS 73 Che collega l'aeroporto di Linate e con il centro Città-Passante ferroviario, di cui a venti metri dalla nostra struttura si trova la Fermata di portaVittoria che collega alle quattro linee metropolitane , alla stazione Centrale e quella di Porta Garibaldi e direttamente alla fiera di Milano Rho in solo sette fermate. Guest access camera , bagno , soggiorno, cucina e balconata Other things to note Non fare rumore nelle ore notturne;tranquillità e vicinanza al centro;https://a0.muscache.com/im/pictures/3815514/78f4635f_original.jpg,https://a0.muscache.com/im/pictures/3815510/8b703396_original.jpg,https://a0.muscache.com/im/pictures/3e1a5764-87ff-496b-98a0-2b3628aa02ea.jpg,https://a0.muscache.com/im/pictures/0fe63055-da3d-4ec7-9fa9-5cbaf7166142.jpg,https://a0.muscache.com/im/pictures/e15d97f7-2d25-4e9c-b1e2-dc4b0bb4d781.jpg;465;45.45663;9.22249;Milano, Italia;Entire rental unit;Entire home/apt;2;1 bath;1;1;76.00;1;15;TRUE;Patio or balcony,Coffee maker,Hangers,Oven,Cooking basics,Elevator,Wifi,Washer,Bed linens,Host greets you,Long term stays allowed,Hot water,Extra pillows and blankets,Dishes and silverware,Stove,First aid kit,Free street parking,Heating,Kitchen,Air conditioning,Refrigerator,Bathtub,Essentials,Iron,Shampoo,Microwave,Hair dryer,Fire extinguisher
76;Centric studio (Brera). Piano, great view, parking;Our cool studio in Milan comfortably fits two and is centrally located on an elegant street, just one block away from San Marco Church and two blocks from Brera Academy of fine arts. Enjoy a series of gourmet restaurants and fashion bars just all around. Parking at reasonable fares is just in front. Check-in is at 2 pm or after and check-out is at 11 am or before. From the 4th floor you will have a great penthouse view of the city and all the surrounding areas. The space The studio is located in a beautiful ancient building just remodeled in the center of Milan, Italy. The area is BRERA, the most elegant and livable areas in the city. Brera Museum and Academy of Fine Arts is 5 minutes away walking. Scala Theater and Duomo area is at 10 minutes walking. Via Montenapoleone, the most elegant street in the entire world, is at 10 minutes walking. The Sforza castle is at only 15 minutes walking and beautiful churches, museums and art galleries are all around;Brera is simply the best area in town: central, elegant, classy, full of stores and restaurants, museums, art galleries, churches, nightlife, markets and supermarkets everything just there!;https://a0.muscache.com/im/pictures/59731886/e7872aac_original.jpg,https://a0.muscache.com/im/pictures/59731862/74d72814_original.jpg,https://a0.muscache.com/im/pictures/59731889/aaf24f58_original.jpg,https://a0.muscache.com/im/pictures/7931255/a357fbf8_original.jpg,https://a0.muscache.com/im/pictures/59731876/64d2e645_original.jpg;466;45.47617;9.18873;Milano, Italia;Entire rental unit;Entire home/apt;2;1 bath;1;1;96.00;1;15;TRUE;Coffee maker,City skyline view,Hangers,Free washer \u2013 In unit,Cooking basics,Elevator,Wifi,Bed linens,Long term stays allowed,Dedicated workspace,Hot water,Extra pillows and blankets,Dishes and silverware,Stove,TV,Heating,Kitchen,Refrigerator,Paid parking on premises,Essentials,Iron,Paid parking off premises,Hair dryer
77;TOP POSITION  Bed and Breakfast;My beautiful apartment, mq 100, fully renovated with beautiful designer furniture is all white and it lends an air of relaxation and peace It can comfortably accommodate two people having two bathrooms and a large double bedroom with wardrobe cabinet The space Apartment, mq100, was renovated with furniture designers, private bathroom with Jacuzzi, full time internet wi.fi , cable television, can use the kitchen , the continental breakfast is included in the price. The flat has comfortable position because is located near two stops of subway lines: Green Line - Piola, Red Line - Lima. If you have an expensive car , there is the possibility to use a covered and secure parking ,closed my home, paying few money. Walking about mtr 600, you arrive in the most popular shopping and pulsating road of Milan: Corso Buenos Aires.;The neighborhood is very safe and quiet and 20 mtr from my house there is a covered and secure parking for your car, only to payment If you want to walk, you can go 1.5 km on foot and to arrive at historic center of Milan, San Babila, along the famous street Corso Buenos Aires, one of the most popular shopping streets in Milan.;https://a0.muscache.com/im/pictures/5393607/77f4f61f_original.jpg,https://a0.muscache.com/im/pictures/5393598/0488b304_original.jpg,https://a0.muscache.com/im/pictures/5393600/5dfca79f_original.jpg,https://a0.muscache.com/im/pictures/db79c39c-c952-4f96-8d9b-b6354fb165b5.jpg,https://a0.muscache.com/im/pictures/5393634/81ab0bf4_original.jpg;467;45.47895;9.21853;Milano, Italia;Private room in rental unit;Private room;2;2 baths;1;1;56.00;1;15;TRUE;Lock on bedroom door,Coffee maker,Hangers,Carbon monoxide alarm,Oven,Cooking basics,Breakfast,Elevator,Wifi,Washer,Bed linens,Host greets you,Long term stays allowed,Dedicated workspace,Hot water,Extra pillows and blankets,Dishes and silverware,Stove,Dishwasher,First aid kit,TV,Free street parking,Heating,Kitchen,Refrigerator,Shower gel,Paid parking on premises,Smoke alarm,Essentials,Iron,Shared hot tub,Shampoo,Microwave,Hair dryer,Fire extinguisher
78;Lovely studio in Milan Porta Romana;Welcome to Milan downtown! Lovely studio very close to the underground M3 Porta Romana. Air conditioning, heating, TV LCD, fully equpped kitchenette. Bed Linene and bath Linen available. COSMIT, EICMA, MILAN FASHION WEEK The space Welcome to Milan downtown! The studio located in Milano Porta Romana can comfortably accommodate two people, and it is full of every comfort. A double bed, a spacious wardrobe and a bathroom with shower. The area is very quiet, it is stable with lift and concierge. The apartment is very bright and offers maximum privacy and quiet to all guests. The proximity of the Metro Yellow stop Porta Romana offers fast connections to the city center. Nearby attractions include also the Terme di Porat Romana and several tram and bus to quickly reach all parts of the city. Given the present facilities, the apartment is ideal for couples who want to enjoy life in Milan.;I don't have wi-fi but I can suggest the Coffice Milano: not just a coffe, it's a coworking space, a urban bar with wi-fi. Instead to stay alone at home you can work in a relaxing environment.  Your business travel we'll be social and funny!;https://a0.muscache.com/im/pictures/103316028/d2d0cac7_original.jpg,https://a0.muscache.com/im/pictures/9640417/3ef3fbc2_original.jpg,https://a0.muscache.com/im/pictures/9640419/a2e34fba_original.jpg,https://a0.muscache.com/im/pictures/103317084/61041dee_original.jpg,https://a0.muscache.com/im/pictures/9640418/49d4829a_original.jpg;464;45.45455;9.19759;Milano, Italia;Entire rental unit;Entire home/apt;2;1 bath;1;1;140.00;1;15;TRUE;Elevator,Wifi,TV,Cleaning products,Washer,Bed linens,Smoking allowed,Long term stays allowed,Heating,Essentials,Hot water,Bidet,Dryer,Kitchen,Air conditioning,Outdoor shower,Hair dryer
79;Quiet apartment in the docks area;Quiet and comfortable apartment centrally located, close to the major centers of Milan Design Week Fuori Salone. Early '900 building in a small quiet street. The space First floor with elevator. The apartment of 65 square meters, with entrance, kitchen, living room with sofa bed, double bedroom, bathroom with shower. Ideal for 2, max 3 people. Guest access Internet wifi, dishwasher and washing machine. Tv-dvd-hifi System. Large selection of books, cds and dvds. Laser jet printer. In the courtyard, one bicycle.;Not far from home, St.Ambrogio Basilica and Museum of Science and Technology. For shopping, Via Torino and Corso Genova. In the neighborhood, bike sharing, small shops, nightlife with bars and restaurants.;https://a0.muscache.com/im/pictures/9580214/6ab01f07_original.jpg,https://a0.muscache.com/im/pictures/9580203/3d177ca5_original.jpg,https://a0.muscache.com/im/pictures/9580191/c475266a_original.jpg,https://a0.muscache.com/im/pictures/9580230/98dbe4b3_original.jpg,https://a0.muscache.com/im/pictures/9580172/1b6c297c_original.jpg;468;45.45461;9.17554;Milano, Italia;Entire rental unit;Entire home/apt;4;1 bath;1;2;93.00;1;7;TRUE;Elevator,Wifi,TV,Self check-in,Washer,Long term stays allowed,Heating,Building staff,Essentials,Iron,Hot water,Shampoo,Dishes and silverware,Kitchen,Luggage dropoff allowed,Paid parking off premises,Hair dryer,Cooking basics
80;FASHION BRIGHT CENTRAL  COUSY FLAT;Excellent location, central and well connected, Red and Green Underground Line just next to the house. Elegant Building of the 18th century , modern apartment, tastefully decorated and well equipped with all comforts. The space My flat is on th 5th floor of a 18th Century Building . It was rennovated few years ago, and is fully equipped, elevator on the floor, Internet, air conditioning, T.v., a very nice kitchen, washing machine and dishwasher. It's next to Corso Buenos Aires and Milan Central Station. Loreto subways (red and green line) is next to the corner and you could use that to go easily everywhere in Milan city area. Supermarket is in front of the building, Pam. The area is full of bars, restaurants, shops, and art gallery. We have a room with a king size bed. This flat is ideal for a couple with a kid. We can provide a bed for kid. It's very easy and convenient to arrive here from Linate as wel;Shopping!;https://a0.muscache.com/im/pictures/5148429/bf01560b_original.jpg,https://a0.muscache.com/im/pictures/5148411/23640774_original.jpg,https://a0.muscache.com/im/pictures/5148437/925362a4_original.jpg,https://a0.muscache.com/im/pictures/5148421/6507294c_original.jpg,https://a0.muscache.com/im/pictures/5148455/c4ef7667_original.jpg;469;45.48395;9.21534;Milano, Italia;Entire rental unit;Entire home/apt;2;1 bath;1;1;156.00;1;10;TRUE;Patio or balcony,Blender,Single level home,Freezer,Hangers,Mosquito net,Oven,Clothing storage: dresser and closet,Books and reading material,Body soap,Cooking basics,Dining table,Elevator,Wifi,Washer,Bed linens,Long term stays allowed,Hot water,Extra pillows and blankets,Dishes and silverware,Luggage dropoff allowed,Stove,Dishwasher,TV,Portable fans,Cleaning available during stay,Bidet,Drying rack for clothing,Kitchen,Refrigerator,Coffee,Cleaning products,Baking sheet,Essentials,Iron,Microwave,Radiant heating,Coffee maker: espresso machine,Hair dryer,Room-darkening shades,
